DATA,numero_venda,valor,cliente,vendedor,codigo_forma_pagamento
2019-02-28 15:16:09,485763,96.00,0,100,1
2019-02-28 16:34:51,485777,42.75,0,100,1
2019-02-28 15:57:10,485768,150.00,0,100,10
2019-02-28 16:07:53,485770,53.20,0,100,10
2019-02-28 16:19:06,485772,146.40,91391,100,9
2019-02-28 17:05:50,485781,233.70,0,75,1
2019-02-28 16:26:14,485775,98.00,18931,75,8
2019-02-28 17:21:29,485783,33.60,0,100,1
2019-02-28 18:04:32,485786,7.12,0,100,1
2019-02-28 18:06:30,485788,86.40,0,100,9
2019-03-01 08:25:49,485792,108.30,44501,100,10
2019-03-01 08:27:12,485793,96.90,0,100,10
2019-03-01 08:32:12,485795,99.00,0,100,1
2019-03-01 09:28:42,485799,140.00,0,100,10
2019-03-01 09:32:38,485801,250.00,0,100,10
2019-03-01 10:27:04,485818,351.00,100731,100,9
2019-03-01 10:24:36,485814,330.00,100731,42,12
2019-03-01 10:47:38,485836,220.50,0,42,9
2019-03-01 10:47:48,485837,118.50,0,42,10
2019-03-01 11:15:30,485846,465.00,62076,75,8
2019-02-05 15:50:47,483719,482.20,94988,104,9
2019-02-05 16:14:01,483721,152.60,0,100,1
2019-02-05 16:30:26,483723,717.00,0,100,9
2019-02-05 17:08:39,483727,140.40,0,100,9
2019-02-05 18:07:56,483737,153.00,98175,75,8
2019-02-05 17:20:31,483730,279.00,0,100,9
2019-02-05 17:46:04,483732,485.00,39448,75,13
2019-02-05 18:18:43,483739,1337.30,0,100,9
2019-02-06 09:19:44,483752,24.22,0,100,10
2019-02-06 09:25:05,483754,67.79,0,100,1
2019-02-06 10:10:50,483756,699.00,98782,75,11
2019-02-06 10:56:40,483761,25.65,0,100,1
2019-02-06 10:59:59,483764,648.00,50034,75,6
2019-02-06 11:19:34,483766,45.60,0,100,1
2019-02-06 11:38:26,483769,79.60,0,100,1
2019-02-06 11:53:45,483772,126.00,0,104,9
2019-02-06 12:24:56,483777,329.00,0,104,9
2019-02-06 11:54:40,483774,160.50,1266,75,11
2019-02-06 12:35:08,483779,381.00,0,104,9
2019-02-06 13:15:19,483782,31.80,0,104,9
2019-02-06 16:06:00,483802,336.00,36812,75,12
2019-02-06 14:56:04,483791,1462.00,0,100,9
2019-02-06 13:52:39,483787,156.75,0,100,10
2019-02-06 15:03:38,483794,369.60,0,100,9
2019-02-06 15:07:59,483795,180.00,0,100,9
2019-02-06 16:03:21,483801,70.00,64202,100,10
2019-02-06 15:32:12,483798,168.00,39331,75,11
2019-02-06 16:19:49,483805,172.50,29814,100,8
2019-02-06 16:21:00,483806,384.00,0,100,9
2019-02-06 16:48:08,483810,399.47,0,100,9
2019-02-06 16:48:44,483811,108.30,0,100,10
2019-02-06 16:49:33,483813,744.00,0,100,9
2019-02-06 17:29:14,483819,487.10,0,100,9
2019-02-06 17:55:06,483823,401.40,0,100,9
2019-02-06 17:57:06,483824,108.00,0,100,9
2019-02-06 17:57:29,483825,369.00,91379,75,7
2019-02-06 18:07:38,483828,901.90,0,100,9
2019-02-06 18:21:11,483830,66.00,0,100,9
2019-02-07 08:11:04,483832,7.20,0,100,1
2019-02-07 09:43:40,483840,78.00,0,100,10
2019-02-07 09:34:28,483837,84.00,0,100,9
2019-02-07 09:49:54,483842,18.00,0,100,1
2019-02-07 09:51:46,483845,43.20,0,104,10
2019-02-07 11:06:25,483858,885.00,118340,75,7
2019-02-07 09:57:15,483849,54.15,0,104,1
2019-02-07 11:13:39,483859,113.60,0,100,1
2019-02-07 15:28:38,483885,199.80,0,100,10
2019-02-07 11:05:47,483857,39.00,0,100,9
2019-02-07 13:20:46,483862,399.99,0,139,1
2019-02-07 13:21:19,483863,15.90,0,139,1
2019-02-08 12:24:54,483942,111.60,58370,104,9
2019-02-08 10:49:16,483928,25.00,55504,104,1
2019-02-07 13:58:58,483867,140.79,0,100,10
2019-02-07 14:00:18,483868,23.94,0,100,1
2019-02-07 14:10:25,483871,267.00,0,104,9
2019-02-07 14:38:55,483875,535.17,0,100,9
2019-02-07 14:58:24,483879,147.00,0,100,9
2019-02-07 16:38:56,483898,94.75,0,104,10
2019-02-08 11:58:51,483939,230.37,0,104,10
2019-02-07 15:23:47,483884,840.00,112261,100,13
2019-02-07 17:04:24,483904,116.90,0,100,10
2019-02-07 15:29:01,483887,177.00,0,100,9
2019-02-07 16:10:30,483895,261.60,0,104,9
2019-02-08 09:28:05,483914,47.02,0,100,1
2019-02-07 17:38:16,483908,211.50,0,100,9
2019-02-07 17:03:37,483903,74.83,0,100,10
2019-02-07 18:47:42,483910,920.85,0,100,1
2019-02-08 09:39:52,483916,76.95,0,100,1
2019-02-08 10:01:07,483918,7.20,105005,134,1
2019-02-08 10:11:47,483920,78.37,0,100,1
2019-02-08 10:27:36,483923,133.70,0,100,1
2019-02-08 11:29:06,483931,25.65,0,104,9
2019-02-08 11:32:07,483933,212.70,0,104,9
2019-02-08 11:33:17,483934,34.20,0,104,9
2019-02-08 11:38:57,483935,78.45,0,104,1
2019-02-08 11:40:58,483936,71.20,0,104,1
2019-02-08 11:42:30,483937,66.00,17686,75,7
2019-02-08 13:25:12,483945,219.70,0,104,9
2019-02-08 13:28:53,483946,135.00,59082,75,8
2019-02-08 15:26:01,483962,334.50,0,100,1
2019-02-08 14:25:05,483953,74.10,0,104,1
2019-02-08 14:54:29,483955,1098.00,35145,75,6
2019-02-08 14:54:33,483956,201.60,0,100,9
2019-02-08 15:30:35,483964,2998.00,107495,104,1
2019-02-08 15:03:49,483959,436.80,35145,100,9
2019-02-08 15:30:20,483965,164.40,0,100,1
2019-02-08 15:53:31,483968,69.45,0,100,10
2019-02-08 16:31:24,483971,1067.40,0,104,9
2019-02-08 16:41:20,483972,123.00,96955,104,9
2019-02-08 16:46:33,483974,485.50,0,104,9
2019-02-08 17:35:10,483981,81.00,118863,75,7
2019-02-08 17:02:58,483979,37.04,0,104,1
2019-02-08 18:38:16,483983,219.00,0,104,9
2019-02-09 08:34:20,483985,213.60,99960,100,9
2019-02-09 09:00:15,483992,63.00,66779,75,7
2019-02-09 08:49:06,483988,246.00,0,100,9
2019-02-09 08:54:15,483990,430.35,0,100,9
2019-02-09 09:27:18,483994,647.10,0,100,1
2019-02-09 09:32:44,483995,54.00,39802,100,9
2019-02-09 09:33:45,483996,71.25,0,100,10
2019-02-09 09:36:20,483999,65.25,0,75,1
2019-02-09 09:38:24,484002,102.00,39802,75,8
2019-02-09 09:42:45,484004,35.75,0,100,1
2019-02-09 09:51:48,484007,15.90,0,100,1
2019-02-21 15:32:52,485180,48.00,0,100,1
2019-02-09 10:11:16,484010,736.72,0,100,10
2019-02-09 10:12:28,484011,956.50,17408,75,12
2019-02-09 10:31:46,484015,34.20,47149,100,1
2019-02-09 10:34:26,484016,94.50,46166,100,9
2019-02-09 10:40:41,484019,36.00,0,100,9
2019-02-09 10:43:36,484021,3916.50,0,104,9
2019-02-09 10:47:05,484023,368.10,0,92,9
2019-02-09 10:49:24,484024,64.80,0,104,1
2019-02-09 10:53:05,484028,39.90,0,92,9
2019-02-09 10:57:56,484030,42.75,0,92,1
2019-02-09 11:11:43,484031,129.90,0,92,1
2019-02-09 11:15:30,484033,185.53,0,92,1
2019-02-09 11:17:26,484034,159.60,0,92,1
2019-02-09 11:40:07,484038,318.00,93842,75,12
2019-02-09 11:48:49,484040,252.00,11484,75,11
2019-02-09 12:14:44,484045,90.00,0,92,9
2019-02-09 11:55:13,484042,504.90,57765,92,13
2019-02-09 12:15:34,484046,68.40,0,92,9
2019-02-09 12:33:44,484049,321.00,42076,75,12
2019-02-09 12:42:33,484051,28.50,0,92,10
2019-02-09 13:01:09,484056,201.00,0,92,9
2019-02-09 13:24:29,484058,19.95,0,92,1
2019-02-09 13:32:56,484062,246.00,40168,75,8
2019-02-09 13:26:41,484060,98.80,0,92,1
2019-02-09 14:06:22,484072,666.00,0,100,9
2019-02-09 13:56:30,484069,84.00,48519,75,7
2019-02-09 14:34:49,484077,1071.00,0,100,9
2019-02-09 15:35:22,484080,118.50,0,100,9
2019-02-09 15:58:08,484082,60.00,49656,75,7
2019-02-09 16:14:05,484084,966.00,57890,75,6
2019-02-09 17:37:53,484087,31.20,0,100,1
2019-02-11 08:20:58,484089,54.15,0,75,1
2019-02-11 09:27:27,484091,834.00,0,100,9
2019-02-11 09:45:44,484093,229.50,112374,75,12
2019-02-11 09:51:25,484094,82.65,0,100,1
2019-02-11 09:57:02,484096,1734.22,0,100,1
2019-02-11 10:04:44,484101,126.00,0,100,9
2019-02-11 10:08:34,484102,114.00,52608,75,8
2019-02-11 10:14:08,484105,65.00,0,100,9
2019-02-11 10:23:16,484108,121.50,41529,75,8
2019-02-11 10:23:51,484109,4.27,0,100,1
2019-02-11 10:54:53,484115,57.00,0,100,10
2019-02-11 11:04:23,484117,518.00,0,100,9
2019-02-11 11:11:02,484119,126.00,112010,75,7
2019-02-11 11:25:02,484121,128.25,0,100,1
2019-02-11 11:49:25,484123,2200.10,117634,104,13
2019-02-11 13:18:58,484133,52.50,117447,75,6
2019-02-11 12:42:23,484125,82.65,0,104,1
2019-02-11 12:45:36,484127,50.40,0,100,1
2019-02-11 12:46:19,484128,424.50,116254,75,12
2019-02-11 13:23:23,484135,76.80,0,100,1
2019-02-11 13:29:01,484136,144.00,42946,75,11
2019-02-11 14:09:45,484144,62.70,0,104,1
2019-02-11 15:23:37,484152,290.00,0,104,9
2019-02-12 09:09:07,484202,81.00,0,100,9
2019-02-11 15:39:01,484156,256.50,0,100,10
2019-02-11 15:39:29,484157,91.05,0,104,10
2019-02-11 15:56:37,484160,11.40,0,100,1
2019-02-11 15:58:58,484162,99.00,0,100,9
2019-02-11 16:45:05,484170,183.00,107346,75,11
2019-02-11 16:55:50,484176,114.00,0,0,1
2019-02-11 17:15:12,484183,57.00,0,0,10
2019-02-11 17:33:32,484185,139.20,0,139,1
2019-02-11 17:46:07,484187,102.00,0,100,1
2019-02-12 08:22:49,484199,166.50,97502,75,11
2019-02-12 08:52:46,484201,174.60,0,100,9
2019-02-12 09:10:46,484205,240.00,0,100,1
2019-02-12 11:06:54,484230,346.25,0,104,10
2019-02-12 09:54:15,484212,39.90,0,100,1
2019-02-12 11:35:40,484242,90.00,0,100,1
2019-02-12 10:39:18,484217,310.50,117465,75,12
2019-02-12 11:08:09,484231,1267.00,0,100,10
2019-02-12 11:13:06,484233,59.00,0,100,1
2019-02-12 11:23:25,484239,188.78,0,100,1
2019-02-12 11:17:15,484237,22.20,0,100,1
2019-02-12 11:37:26,484243,224.80,0,100,1
2019-02-12 11:57:13,484245,798.00,54921,75,12
2019-02-12 12:12:08,484249,351.00,67269,75,8
2019-02-12 12:04:02,484247,183.05,0,104,1
2019-02-12 12:28:04,484251,41.32,0,104,1
2019-02-12 12:40:41,484255,12.00,0,75,1
2019-02-12 13:53:21,484273,495.00,38759,42,12
2019-02-12 13:20:28,484260,37.33,0,104,1
2019-02-12 14:11:48,484278,49.65,0,100,9
2019-02-12 15:23:30,484293,173.85,0,42,1
2019-02-12 14:36:26,484283,1402.87,0,104,10
2019-02-12 14:57:06,484285,255.00,0,104,9
2019-02-12 15:17:41,484290,891.90,0,104,9
2019-02-12 15:40:18,484297,96.00,0,42,9
2019-02-12 15:49:20,484299,230.85,0,100,9
2019-02-12 18:19:06,484338,440.00,0,100,9
2019-02-12 16:06:23,484303,46.40,0,100,10
2019-02-12 16:10:03,484306,102.00,0,100,1
2019-02-12 16:12:42,484309,245.10,0,100,1
2019-02-12 16:13:54,484311,54.15,0,100,10
2019-02-12 16:40:57,484313,99.00,0,42,9
2019-02-12 16:46:19,484315,122.40,0,42,1
2019-02-12 17:15:59,484321,852.00,96717,75,13
2019-02-12 17:50:51,484332,459.00,0,42,9
2019-02-12 17:22:10,484326,300.00,0,42,9
2019-02-12 18:09:29,484335,218.10,0,42,10
2019-02-13 10:03:44,484345,983.90,0,100,9
2019-02-13 10:27:18,484347,119.00,0,100,10
2019-02-13 10:28:17,484348,139.20,0,100,1
2019-02-13 10:51:09,484350,227.34,0,100,9
2019-02-13 11:59:22,484354,89.00,0,100,9
2019-02-13 12:07:08,484356,42.75,0,100,10
2019-02-13 12:19:42,484360,25.65,0,100,1
2019-02-13 12:22:58,484362,376.00,93351,104,12
2019-02-13 12:43:21,484367,2284.83,0,104,1
2019-02-13 13:03:54,484368,228.00,20877,75,12
2019-02-13 14:09:08,484381,42.75,0,100,10
2019-02-13 13:08:32,484372,85.00,0,104,1
2019-02-13 13:35:51,484378,57.22,0,100,1
2019-02-13 14:14:29,484383,108.00,0,100,9
2019-02-13 14:52:56,484395,36.40,0,100,1
2019-02-13 14:29:23,484392,240.05,0,100,10
2019-02-13 14:28:34,484391,230.85,0,100,1
2019-02-13 15:26:15,484400,579.00,93451,75,13
2019-02-13 15:29:54,484402,34.90,0,100,10
2019-02-13 16:07:17,484420,31.35,0,100,10
2019-02-13 16:08:01,484421,237.60,0,100,9
2019-02-13 15:47:56,484412,58.92,0,100,1
2019-02-13 16:09:47,484422,492.00,0,104,9
2019-02-13 16:54:41,484426,361.00,0,104,9
2019-02-13 17:16:12,484431,54.15,0,104,9
2019-02-13 17:01:31,484429,20.00,0,104,1
2019-02-13 17:41:15,484433,150.00,0,100,1
2019-02-13 18:31:48,484441,14.25,0,100,1
2019-02-13 17:56:51,484436,342.00,0,100,9
2019-02-13 18:17:04,484439,420.00,0,100,9
2019-02-14 10:30:58,484451,2750.80,103132,75,6
2019-02-14 09:55:27,484445,465.00,0,100,9
2019-02-14 10:11:37,484447,119.00,0,100,10
2019-02-14 10:19:07,484449,139.20,0,100,1
2019-02-14 10:37:43,484452,91.50,92810,75,7
2019-02-14 10:40:05,484455,442.00,0,100,9
2019-02-14 10:44:50,484458,387.00,42770,100,9
2019-02-14 10:45:45,484459,66.00,92810,75,7
2019-02-14 11:21:19,484465,12.82,0,100,1
2019-02-14 11:01:57,484463,126.00,0,100,9
2019-02-14 12:07:26,484467,399.00,0,100,9
2019-02-14 13:11:50,484473,329.00,35247,75,13
2019-02-14 12:38:02,484471,74.10,0,100,9
2019-02-14 14:36:18,484488,714.00,0,100,9
2019-02-14 13:26:41,484475,548.70,116835,100,9
2019-02-14 14:14:47,484482,150.00,0,100,9
2019-02-14 14:19:27,484485,491.00,0,100,9
2019-02-14 16:02:06,484509,566.40,117719,42,11
2019-02-14 15:00:21,484497,649.80,0,100,1
2019-02-14 15:38:59,484507,60.60,0,100,9
2019-02-14 16:16:18,484511,1015.00,0,100,9
2019-02-14 16:32:02,484513,108.30,0,100,1
2019-02-14 16:32:48,484514,429.30,61315,75,12
2019-02-14 16:46:36,484518,202.35,0,100,9
2019-02-14 16:51:30,484520,429.00,0,100,9
2019-02-14 17:01:02,484522,1415.90,65221,75,12
2019-02-14 17:09:54,484523,74.40,65221,75,7
2019-02-14 17:14:20,484525,405.60,0,100,9
2019-02-14 17:15:23,484526,51.00,0,100,10
2019-02-14 17:26:55,484531,18.24,0,75,1
2019-02-14 17:28:35,484534,213.20,0,75,9
2019-02-14 17:38:44,484538,756.00,0,100,9
2019-02-14 17:38:26,484537,189.00,96717,75,13
2019-02-14 17:38:55,484539,7.20,0,75,1
2019-02-14 17:39:35,484540,189.00,13673,75,8
2019-02-14 17:50:13,484544,1845.00,48669,75,12
2019-02-14 18:01:12,484549,297.90,0,100,9
2019-02-14 18:14:48,484553,319.99,0,100,9
2019-02-14 18:11:59,484551,135.00,23687,75,8
2019-02-15 08:25:27,484555,59.00,0,100,1
2019-02-15 09:13:09,484557,39.50,0,100,1
2019-02-15 09:38:10,484562,301.00,46265,100,9
2019-02-15 09:30:16,484560,180.00,35247,75,11
2019-02-15 09:57:00,484566,90.00,13021,75,7
2019-02-15 09:42:10,484563,266.50,0,100,10
2019-02-15 09:59:20,484567,372.00,0,100,9
2019-02-15 10:00:24,484569,387.60,0,100,10
2019-02-15 10:04:16,484571,91.20,0,100,10
2019-02-15 10:51:21,484578,54.00,0,100,1
2019-02-15 10:56:34,484580,228.95,0,100,10
2019-02-15 11:09:09,484582,1011.00,35959,75,13
2019-02-15 11:30:48,484584,119.00,0,100,1
2019-02-15 12:06:51,484586,102.60,0,100,1
2019-02-15 12:20:10,484589,318.00,58763,42,12
2019-02-15 12:22:19,484590,78.00,61249,42,7
2019-02-15 12:30:15,484591,122.55,0,100,10
2019-02-15 12:30:41,484592,28.50,0,100,9
2019-02-15 13:15:19,484596,27.20,0,100,1
2019-02-15 13:27:19,484598,151.50,0,100,9
2019-02-15 14:07:51,484601,36.57,0,100,9
2019-02-15 14:30:10,484605,59.00,0,100,1
2019-02-15 14:36:22,484607,677.17,0,100,9
2019-02-15 14:38:28,484608,37.05,0,100,1
2019-02-15 14:49:43,484612,272.00,0,100,9
2019-02-15 14:58:24,484616,555.75,0,100,10
2019-02-15 15:09:56,484619,95.47,0,100,9
2019-02-15 15:34:37,484621,82.00,29054,75,8
2019-02-15 15:55:17,484623,232.50,2646,75,11
2019-02-15 16:41:02,484628,220.50,29054,75,13
2019-02-15 16:53:23,484633,129.68,0,100,10
2019-02-15 17:43:44,484641,59.09,41541,100,1
2019-02-15 17:07:15,484636,198.00,116680,75,11
2019-02-15 17:18:27,484638,96.00,0,100,9
2019-02-15 17:38:06,484640,192.00,0,100,9
2019-02-15 17:46:18,484642,64.80,0,100,1
2019-02-15 17:50:27,484646,94.50,0,100,1
2019-02-15 18:21:28,484648,108.30,0,100,1
2019-02-16 08:22:54,484650,457.50,98690,92,13
2019-02-16 08:46:53,484656,183.00,100056,100,9
2019-02-16 08:38:39,484652,273.00,108897,75,8
2019-02-16 08:44:42,484654,282.15,0,100,9
2019-02-16 08:48:16,484657,264.00,100431,75,11
2019-02-16 09:05:39,484664,187.20,0,100,1
2019-02-16 08:51:31,484661,119.70,0,100,10
2019-02-16 09:07:42,484665,1080.00,40326,92,12
2019-02-16 09:10:05,484666,1254.00,35470,92,13
2019-02-16 09:14:34,484669,136.79,0,100,9
2019-02-16 09:11:05,484668,499.42,0,100,10
2019-02-16 09:28:08,484672,168.00,0,100,9
2019-02-16 09:29:02,484673,156.00,0,100,9
2019-02-16 09:29:36,484674,171.00,36653,92,8
2019-02-16 09:44:39,484682,108.30,0,100,9
2019-02-16 09:41:15,484680,49.77,0,100,1
2019-02-16 09:53:28,484684,25.65,0,100,1
2019-02-16 09:54:34,484686,563.20,92428,100,9
2019-02-16 10:00:15,484690,564.67,0,100,9
2019-02-16 09:57:50,484688,11.40,0,100,1
2019-02-16 10:11:31,484692,82.65,0,100,1
2019-02-16 10:24:20,484697,648.00,2579,75,12
2019-02-16 11:02:01,484699,84.00,0,104,1
2019-02-16 11:04:32,484700,54.15,0,104,1
2019-02-16 11:08:53,484703,89.00,0,104,1
2019-02-16 11:09:33,484704,94.50,0,104,9
2019-02-16 13:48:57,484760,64.12,0,104,1
2019-02-16 11:33:05,484708,5.70,0,100,1
2019-02-16 11:33:26,484709,136.80,0,100,1
2019-02-16 11:41:09,484710,39.90,0,104,10
2019-02-16 11:41:48,484711,99.00,0,100,9
2019-02-16 11:50:50,484714,453.00,8315,75,8
2019-02-16 11:52:42,484716,55.00,0,100,1
2019-02-16 11:58:48,484718,156.75,0,100,1
2019-02-16 12:05:14,484720,48.00,0,100,1
2019-03-01 11:17:39,485847,69.05,0,75,10
2019-02-16 12:09:04,484722,72.00,48794,75,7
2019-03-01 12:21:13,485852,528.00,0,42,1
2019-02-16 12:10:34,484724,42.75,0,100,1
2019-02-16 12:14:15,484727,59.60,0,104,1
2019-02-16 12:16:38,484729,418.50,48749,75,13
2019-02-16 12:17:13,484730,27.07,0,104,1
2019-02-16 12:18:04,484732,414.00,0,104,1
2019-02-16 12:20:16,484734,128.25,0,100,10
2019-02-16 12:21:02,484735,19.95,0,104,1
2019-02-16 12:21:11,484736,41.32,0,104,1
2019-02-16 12:21:52,484740,470.25,0,100,10
2019-02-16 12:33:13,484742,259.35,0,100,10
2019-02-16 12:46:48,484747,59.70,0,100,1
2019-02-16 12:38:34,484744,15.80,0,100,9
2019-02-16 12:41:22,484746,232.27,0,100,10
2019-02-16 12:47:43,484749,59.40,0,100,10
2019-02-16 12:48:57,484750,258.00,0,100,9
2019-02-16 13:17:04,484753,119.70,0,100,1
2019-02-16 13:30:27,484757,276.44,0,100,10
2019-02-16 13:26:56,484755,150.00,0,100,9
2019-02-16 14:01:13,484762,178.00,0,100,9
2019-02-16 14:17:41,484764,348.00,0,104,9
2019-02-16 14:36:49,484768,1068.00,0,104,9
2019-02-16 14:24:59,484766,160.50,0,104,9
2019-02-16 14:38:52,484769,37.05,0,100,10
2019-02-16 14:44:28,484770,600.00,0,100,10
2019-02-16 14:46:49,484771,540.00,0,104,9
2019-02-16 15:40:18,484774,501.00,59804,75,12
2020-05-30 16:01:18,538479,79.00,0,104,9
2019-02-16 15:42:39,484777,208.00,54051,100,9
2019-02-16 15:58:45,484781,119.70,54696,100,9
2019-02-26 17:01:24,485589,153.00,95998,75,11
2019-02-18 08:40:20,484784,59.00,0,100,10
2019-02-18 08:48:32,484786,570.00,0,100,10
2019-02-18 09:09:58,484788,325.75,0,100,10
2019-02-26 16:54:21,485584,288.00,36953,73,13
2019-02-18 09:30:41,484790,444.00,0,100,1
2019-02-18 09:38:58,484793,589.00,0,100,9
2019-02-18 09:40:54,484795,93.60,0,100,1
2019-02-18 09:44:21,484797,337.72,0,100,1
2019-02-18 10:27:27,484803,502.10,58873,100,9
2019-02-18 10:15:42,484801,35.00,0,100,10
2019-02-18 10:35:16,484807,270.00,0,100,1
2019-02-18 10:41:48,484809,139.65,0,100,9
2019-02-18 10:44:41,484814,1098.50,42954,104,13
2019-02-18 10:47:37,484815,88.35,0,100,10
2019-02-18 10:53:30,484820,102.60,0,100,10
2019-02-18 10:54:42,484821,119.00,0,100,1
2019-02-18 10:56:58,484823,256.50,0,100,10
2019-02-18 10:58:03,484824,138.70,0,100,10
2019-02-18 11:23:35,484827,15.90,0,100,1
2019-02-18 11:25:20,484829,74.10,0,100,10
2019-02-18 12:29:30,484837,143.45,0,100,1
2019-02-18 11:49:48,484832,721.90,0,100,9
2019-02-18 13:05:24,484840,5.70,0,104,1
2019-02-18 13:10:17,484842,141.07,0,104,1
2019-02-18 14:53:21,484847,99.00,0,42,10
2019-02-18 14:55:34,484849,521.55,0,42,10
